kp_x,kd_x,kp_th,kd_th,ki_th,avg_steps
0.0,0.0,1.0,6.428571428571429,0.4444444444444444,649.3333333333334
0.0,0.0,1.0,8.571428571428571,0.0,220.0
0.0,0.0,1.0,13.928571428571429,1.1111111111111112,554.0
0.0,0.0,1.0,9.642857142857142,1.7777777777777777,506.6666666666667
0.0,0.0,1.0,2.142857142857143,0.8888888888888888,640.6666666666666
0.0,0.0,1.0,11.785714285714285,1.3333333333333333,519.6666666666666
0.0,0.0,1.0,0.0,0.2222222222222222,25.333333333333332
0.0,0.0,5.538461538461538,1.0714285714285714,0.0,2946.3333333333335
0.0,0.0,1.0,4.285714285714286,0.6666666666666666,718.0
0.0,0.0,1.0,13.928571428571429,0.8888888888888888,572.0
0.0,0.0,1.0,6.428571428571429,0.2222222222222222,919.6666666666666
0.0,0.0,1.0,7.5,2.0,465.0
0.0,0.0,1.0,2.142857142857143,0.6666666666666666,1050.6666666666667
0.0,0.0,5.538461538461538,0.0,2.0,20.333333333333332
0.0,0.0,1.0,9.642857142857142,1.5555555555555554,467.6666666666667
0.0,0.0,1.0,11.785714285714285,1.1111111111111112,501.0
0.0,0.0,1.0,13.928571428571429,0.6666666666666666,617.0
0.0,0.0,1.0,4.285714285714286,0.4444444444444444,863.0
0.0,0.0,1.0,0.0,0.8888888888888888,16.666666666666668
0.0,0.0,1.0,6.428571428571429,0.0,219.66666666666666
0.0,0.0,1.0,2.142857142857143,0.4444444444444444,2083.3333333333335
0.0,0.0,5.538461538461538,0.0,1.7777777777777777,20.666666666666668
0.0,0.0,1.0,7.5,1.7777777777777777,561.6666666666666
0.0,0.0,1.0,13.928571428571429,0.4444444444444444,702.6666666666666
0.0,0.0,1.0,9.642857142857142,1.3333333333333333,503.6666666666667
0.0,0.0,1.0,11.785714285714285,0.8888888888888888,595.3333333333334
0.0,0.0,1.0,2.142857142857143,0.2222222222222222,4029.6666666666665
0.0,0.0,1.0,4.285714285714286,0.2222222222222222,1007.6666666666666
0.0,0.0,5.538461538461538,0.0,1.5555555555555554,22.333333333333332
0.0,0.0,1.0,5.357142857142857,2.0,346.3333333333333
0.0,0.0,1.0,7.5,1.5555555555555554,498.0
0.0,0.0,1.0,2.142857142857143,0.0,521.0
0.0,0.0,1.0,9.642857142857142,1.1111111111111112,528.3333333333334
0.0,0.0,5.538461538461538,0.0,1.3333333333333333,21.0
0.0,0.0,1.0,11.785714285714285,0.6666666666666666,603.6666666666666
0.0,0.0,1.0,4.285714285714286,0.0,282.3333333333333
0.0,0.0,1.0,1.0714285714285714,2.0,221.0
0.0,0.0,1.0,5.357142857142857,1.7777777777777777,447.6666666666667
0.0,0.0,1.0,7.5,1.3333333333333333,451.3333333333333
0.0,0.0,5.538461538461538,0.0,1.1111111111111112,21.333333333333332
0.0,0.0,1.0,1.0714285714285714,1.7777777777777777,165.66666666666666
0.0,0.0,1.0,9.642857142857142,0.8888888888888888,533.3333333333334
0.0,0.0,1.0,11.785714285714285,0.4444444444444444,582.6666666666666
0.0,0.0,1.0,0.0,0.6666666666666666,24.333333333333332
0.0,0.0,1.0,3.2142857142857144,2.0,389.0
0.0,0.0,5.538461538461538,0.0,0.8888888888888888,25.666666666666668
0.0,0.0,1.0,5.357142857142857,1.5555555555555554,399.3333333333333
0.0,0.0,1.0,7.5,1.1111111111111112,553.6666666666666
0.0,0.0,1.0,9.642857142857142,0.6666666666666666,633.3333333333334
0.0,0.0,1.0,1.0714285714285714,1.5555555555555554,274.0
0.0,0.0,1.0,0.0,1.5555555555555554,20.333333333333332
0.0,0.0,1.0,11.785714285714285,0.2222222222222222,632.0
0.0,0.0,5.538461538461538,0.0,0.6666666666666666,21.0
0.0,0.0,1.0,3.2142857142857144,1.7777777777777777,451.0
0.0,0.0,1.0,5.357142857142857,1.3333333333333333,547.6666666666666
0.0,0.0,1.0,7.5,0.8888888888888888,518.6666666666666
0.0,0.0,1.0,1.0714285714285714,0.2222222222222222,3730.6666666666665
0.0,0.0,5.538461538461538,0.0,0.4444444444444444,23.333333333333332
0.0,0.0,1.0,9.642857142857142,0.4444444444444444,634.3333333333334
0.0,0.0,1.0,11.785714285714285,0.0,231.66666666666666
0.0,0.0,1.0,1.0714285714285714,1.3333333333333333,290.6666666666667
0.0,0.0,1.0,1.0714285714285714,0.4444444444444444,8965.333333333334
0.0,0.0,1.0,13.928571428571429,0.0,187.33333333333334
0.0,0.0,1.0,3.2142857142857144,1.5555555555555554,452.0
0.0,0.0,1.0,12.857142857142858,1.7777777777777777,502.3333333333333
0.0,0.0,1.0,5.357142857142857,1.1111111111111112,417.3333333333333
0.0,0.0,5.538461538461538,0.0,0.2222222222222222,32.666666666666664
0.0,0.0,1.0,7.5,0.6666666666666666,578.6666666666666
0.0,0.0,1.0,9.642857142857142,0.2222222222222222,746.3333333333334
0.0,0.0,1.0,10.714285714285714,2.0,516.3333333333334
0.0,0.0,1.0,3.2142857142857144,1.3333333333333333,547.3333333333334
0.0,0.0,5.538461538461538,0.0,0.0,42.333333333333336
0.0,0.0,1.0,12.857142857142858,1.5555555555555554,445.3333333333333
0.0,0.0,1.0,5.357142857142857,0.8888888888888888,628.3333333333334
0.0,0.0,1.0,0.0,1.7777777777777777,13.333333333333334
0.0,0.0,1.0,7.5,0.4444444444444444,669.6666666666666
0.0,0.0,1.0,9.642857142857142,0.0,193.33333333333334
0.0,0.0,5.538461538461538,1.0714285714285714,0.6666666666666666,6421.333333333333
0.0,0.0,5.538461538461538,1.0714285714285714,0.2222222222222222,8906.0
0.0,0.0,5.538461538461538,1.0714285714285714,1.5555555555555554,7536.0
0.0,0.0,5.538461538461538,2.142857142857143,0.0,4890.333333333333
0.0,0.0,5.538461538461538,1.0714285714285714,0.4444444444444444,10368.666666666666
0.0,0.0,5.538461538461538,2.142857142857143,0.2222222222222222,5471.0
0.0,0.0,5.538461538461538,1.0714285714285714,2.0,9672.0
0.0,0.0,5.538461538461538,2.142857142857143,0.4444444444444444,7627.333333333333
0.0,0.0,5.538461538461538,2.142857142857143,0.6666666666666666,9837.333333333334
0.0,0.0,5.538461538461538,2.142857142857143,0.8888888888888888,4827.333333333333
0.0,0.0,5.538461538461538,2.142857142857143,1.3333333333333333,2914.6666666666665
0.0,0.0,5.538461538461538,3.2142857142857144,0.4444444444444444,1947.0
0.0,0.0,5.538461538461538,2.142857142857143,1.1111111111111112,5345.333333333333
0.0,0.0,5.538461538461538,2.142857142857143,1.7777777777777777,4294.666666666667
0.0,0.0,5.538461538461538,2.142857142857143,2.0,5114.333333333333
0.0,0.0,5.538461538461538,3.2142857142857144,0.0,5536.333333333333
0.0,0.0,5.538461538461538,2.142857142857143,1.5555555555555554,7186.333333333333
0.0,0.0,5.538461538461538,3.2142857142857144,0.8888888888888888,4184.666666666667
0.0,0.0,5.538461538461538,3.2142857142857144,1.3333333333333333,3853.3333333333335
0.0,0.0,5.538461538461538,1.0714285714285714,1.3333333333333333,38706.0
0.0,0.0,5.538461538461538,3.2142857142857144,1.5555555555555554,3421.6666666666665
0.0,0.0,5.538461538461538,3.2142857142857144,1.1111111111111112,11701.333333333334
0.0,0.0,5.538461538461538,3.2142857142857144,1.7777777777777777,4590.666666666667
0.0,0.0,5.538461538461538,3.2142857142857144,2.0,4416.333333333333
0.0,0.0,5.538461538461538,4.285714285714286,0.4444444444444444,3191.0
0.0,0.0,5.538461538461538,4.285714285714286,0.0,5375.333333333333
0.0,0.0,5.538461538461538,4.285714285714286,0.6666666666666666,3495.6666666666665
0.0,0.0,5.538461538461538,4.285714285714286,0.8888888888888888,4716.666666666667
0.0,0.0,5.538461538461538,4.285714285714286,0.2222222222222222,8016.333333333333
0.0,0.0,5.538461538461538,3.2142857142857144,0.2222222222222222,26990.333333333332
0.0,0.0,5.538461538461538,4.285714285714286,1.5555555555555554,4225.0
0.0,0.0,5.538461538461538,4.285714285714286,1.3333333333333333,6103.333333333333
0.0,0.0,5.538461538461538,5.357142857142857,0.4444444444444444,3172.3333333333335
0.0,0.0,5.538461538461538,5.357142857142857,0.0,9400.666666666666
0.0,0.0,5.538461538461538,3.2142857142857144,0.6666666666666666,34064.0
0.0,0.0,5.538461538461538,5.357142857142857,0.2222222222222222,9280.666666666666
0.0,0.0,5.538461538461538,5.357142857142857,0.8888888888888888,5814.666666666667
0.0,0.0,5.538461538461538,6.428571428571429,0.2222222222222222,1541.3333333333333
0.0,0.0,5.538461538461538,6.428571428571429,0.0,1719.3333333333333
0.0,0.0,5.538461538461538,5.357142857142857,1.3333333333333333,5263.0
0.0,0.0,5.538461538461538,5.357142857142857,2.0,2521.3333333333335
0.0,0.0,5.538461538461538,5.357142857142857,1.5555555555555554,3526.0
0.0,0.0,5.538461538461538,6.428571428571429,0.6666666666666666,3734.0
0.0,0.0,5.538461538461538,7.5,0.0,2144.0
0.0,0.0,5.538461538461538,6.428571428571429,1.7777777777777777,3686.6666666666665
0.0,0.0,5.538461538461538,5.357142857142857,1.1111111111111112,10660.666666666666
0.0,0.0,5.538461538461538,6.428571428571429,0.4444444444444444,4996.0
0.0,0.0,5.538461538461538,4.285714285714286,1.7777777777777777,26309.0
0.0,0.0,5.538461538461538,5.357142857142857,1.7777777777777777,8419.333333333334
0.0,0.0,5.538461538461538,7.5,1.1111111111111112,3764.0
0.0,0.0,5.538461538461538,7.5,0.6666666666666666,3328.6666666666665
0.0,0.0,5.538461538461538,7.5,0.2222222222222222,6704.666666666667
0.0,0.0,5.538461538461538,7.5,0.8888888888888888,5461.333333333333
0.0,0.0,5.538461538461538,6.428571428571429,2.0,10849.333333333334
0.0,0.0,5.538461538461538,7.5,1.7777777777777777,5477.333333333333
0.0,0.0,5.538461538461538,7.5,0.4444444444444444,6424.0
0.0,0.0,5.538461538461538,8.571428571428571,0.2222222222222222,6888.333333333333
0.0,0.0,5.538461538461538,8.571428571428571,0.8888888888888888,3447.6666666666665
0.0,0.0,5.538461538461538,4.285714285714286,1.1111111111111112,36950.666666666664
0.0,0.0,5.538461538461538,6.428571428571429,1.5555555555555554,19268.666666666668
0.0,0.0,5.538461538461538,8.571428571428571,1.3333333333333333,4060.6666666666665
0.0,0.0,5.538461538461538,5.357142857142857,0.6666666666666666,34704.666666666664
0.0,0.0,5.538461538461538,6.428571428571429,1.1111111111111112,15902.666666666666
0.0,0.0,5.538461538461538,9.642857142857142,0.0,890.6666666666666
0.0,0.0,5.538461538461538,8.571428571428571,1.1111111111111112,5126.333333333333
0.0,0.0,5.538461538461538,4.285714285714286,2.0,37613.0
0.0,0.0,5.538461538461538,8.571428571428571,2.0,2821.3333333333335
0.0,0.0,5.538461538461538,8.571428571428571,0.4444444444444444,12539.666666666666
0.0,0.0,5.538461538461538,9.642857142857142,0.2222222222222222,2766.3333333333335
0.0,0.0,5.538461538461538,9.642857142857142,0.6666666666666666,3432.6666666666665
0.0,0.0,5.538461538461538,8.571428571428571,1.7777777777777777,6386.0
0.0,0.0,5.538461538461538,9.642857142857142,1.3333333333333333,5105.333333333333
0.0,0.0,5.538461538461538,9.642857142857142,0.4444444444444444,5262.0
0.0,0.0,5.538461538461538,8.571428571428571,1.5555555555555554,10094.666666666666
0.0,0.0,5.538461538461538,10.714285714285714,0.0,1474.0
0.0,0.0,5.538461538461538,9.642857142857142,1.5555555555555554,5301.0
0.0,0.0,5.538461538461538,10.714285714285714,0.2222222222222222,2079.3333333333335
0.0,0.0,5.538461538461538,7.5,1.5555555555555554,23314.333333333332
0.0,0.0,5.538461538461538,6.428571428571429,0.8888888888888888,25645.666666666668
0.0,0.0,5.538461538461538,8.571428571428571,0.0,20079.333333333332
0.0,0.0,5.538461538461538,9.642857142857142,2.0,5907.333333333333
0.0,0.0,5.538461538461538,10.714285714285714,0.4444444444444444,2732.0
0.0,0.0,5.538461538461538,10.714285714285714,0.8888888888888888,1962.3333333333333
0.0,0.0,5.538461538461538,11.785714285714285,0.0,622.0
0.0,0.0,5.538461538461538,6.428571428571429,1.3333333333333333,23980.666666666668
0.0,0.0,5.538461538461538,8.571428571428571,0.6666666666666666,18632.666666666668
0.0,0.0,5.538461538461538,10.714285714285714,1.1111111111111112,3662.0
0.0,0.0,5.538461538461538,10.714285714285714,1.5555555555555554,3962.3333333333335
0.0,0.0,5.538461538461538,9.642857142857142,0.8888888888888888,9527.666666666666
0.0,0.0,5.538461538461538,11.785714285714285,0.2222222222222222,2466.0
0.0,0.0,5.538461538461538,10.714285714285714,2.0,3264.6666666666665
0.0,0.0,5.538461538461538,12.857142857142858,0.0,181.33333333333334
0.0,0.0,5.538461538461538,11.785714285714285,0.4444444444444444,3269.0
0.0,0.0,5.538461538461538,9.642857142857142,1.7777777777777777,12068.333333333334
0.0,0.0,5.538461538461538,7.5,1.3333333333333333,31046.666666666668
0.0,0.0,5.538461538461538,9.642857142857142,1.1111111111111112,14075.333333333334
0.0,0.0,5.538461538461538,12.857142857142858,0.2222222222222222,3049.3333333333335
0.0,0.0,5.538461538461538,12.857142857142858,0.6666666666666666,2406.6666666666665
0.0,0.0,5.538461538461538,11.785714285714285,2.0,3504.6666666666665
0.0,0.0,5.538461538461538,10.714285714285714,1.7777777777777777,8624.333333333334
0.0,0.0,5.538461538461538,10.714285714285714,0.6666666666666666,11767.333333333334
0.0,0.0,5.538461538461538,11.785714285714285,1.7777777777777777,4670.333333333333
0.0,0.0,5.538461538461538,13.928571428571429,0.0,280.6666666666667
0.0,0.0,5.538461538461538,12.857142857142858,2.0,2871.0
0.0,0.0,5.538461538461538,12.857142857142858,0.4444444444444444,5104.0
0.0,0.0,5.538461538461538,13.928571428571429,0.2222222222222222,1825.3333333333333
0.0,0.0,5.538461538461538,12.857142857142858,1.7777777777777777,3034.3333333333335
0.0,0.0,5.538461538461538,11.785714285714285,1.1111111111111112,12040.0
0.0,0.0,5.538461538461538,12.857142857142858,1.5555555555555554,6383.666666666667
0.0,0.0,5.538461538461538,13.928571428571429,0.6666666666666666,2837.0
0.0,0.0,5.538461538461538,13.928571428571429,1.5555555555555554,1821.6666666666667
0.0,0.0,5.538461538461538,15.0,0.0,331.3333333333333
0.0,0.0,5.538461538461538,13.928571428571429,1.3333333333333333,3058.3333333333335
0.0,0.0,5.538461538461538,15.0,0.2222222222222222,1497.3333333333333
0.0,0.0,5.538461538461538,13.928571428571429,1.7777777777777777,2735.6666666666665
0.0,0.0,5.538461538461538,13.928571428571429,0.8888888888888888,4457.0
0.0,0.0,5.538461538461538,13.928571428571429,2.0,2260.3333333333335
0.0,0.0,5.538461538461538,13.928571428571429,0.4444444444444444,6964.666666666667
0.0,0.0,5.538461538461538,11.785714285714285,1.5555555555555554,15365.666666666666
0.0,0.0,5.538461538461538,15.0,0.4444444444444444,1857.0
0.0,0.0,5.538461538461538,7.5,2.0,38134.0
0.0,0.0,10.076923076923077,0.0,0.0,43.0
0.0,0.0,10.076923076923077,0.0,0.2222222222222222,37.0
0.0,0.0,10.076923076923077,0.0,0.4444444444444444,27.333333333333332
0.0,0.0,10.076923076923077,0.0,0.6666666666666666,26.0
0.0,0.0,10.076923076923077,0.0,0.8888888888888888,32.666666666666664
0.0,0.0,10.076923076923077,0.0,1.1111111111111112,32.0
0.0,0.0,10.076923076923077,0.0,1.3333333333333333,24.333333333333332
0.0,0.0,10.076923076923077,0.0,1.5555555555555554,24.666666666666668
0.0,0.0,10.076923076923077,0.0,1.7777777777777777,25.0
0.0,0.0,10.076923076923077,0.0,2.0,23.333333333333332
0.0,0.0,5.538461538461538,12.857142857142858,1.1111111111111112,11942.0
0.0,0.0,5.538461538461538,15.0,1.7777777777777777,1845.0
0.0,0.0,5.538461538461538,15.0,0.6666666666666666,3413.0
0.0,0.0,5.538461538461538,15.0,1.5555555555555554,2707.3333333333335
0.0,0.0,5.538461538461538,11.785714285714285,1.3333333333333333,15730.0
0.0,0.0,5.538461538461538,15.0,2.0,1817.0
0.0,0.0,5.538461538461538,15.0,1.3333333333333333,3402.0
0.0,0.0,5.538461538461538,15.0,1.1111111111111112,3600.3333333333335
0.0,0.0,10.076923076923077,1.0714285714285714,0.4444444444444444,4303.333333333333
0.0,0.0,5.538461538461538,15.0,0.8888888888888888,8206.0
0.0,0.0,5.538461538461538,12.857142857142858,1.3333333333333333,17867.666666666668
0.0,0.0,10.076923076923077,1.0714285714285714,1.1111111111111112,4399.333333333333
0.0,0.0,10.076923076923077,1.0714285714285714,1.3333333333333333,5835.0
0.0,0.0,10.076923076923077,1.0714285714285714,1.5555555555555554,6851.333333333333
0.0,0.0,10.076923076923077,1.0714285714285714,1.7777777777777777,5534.0
0.0,0.0,10.076923076923077,1.0714285714285714,2.0,6378.333333333333
0.0,0.0,5.538461538461538,13.928571428571429,1.1111111111111112,13924.333333333334
0.0,0.0,5.538461538461538,12.857142857142858,0.8888888888888888,25854.666666666668
0.0,0.0,10.076923076923077,1.0714285714285714,0.0,12408.0
0.0,0.0,10.076923076923077,1.0714285714285714,0.6666666666666666,11915.333333333334
0.0,0.0,10.076923076923077,2.142857142857143,0.6666666666666666,3191.6666666666665
0.0,0.0,10.076923076923077,2.142857142857143,0.4444444444444444,5695.666666666667
0.0,0.0,10.076923076923077,1.0714285714285714,0.8888888888888888,12560.333333333334
0.0,0.0,10.076923076923077,3.2142857142857144,0.4444444444444444,2378.6666666666665
0.0,0.0,5.538461538461538,11.785714285714285,0.6666666666666666,35918.666666666664
0.0,0.0,10.076923076923077,2.142857142857143,1.1111111111111112,4896.666666666667
0.0,0.0,10.076923076923077,2.142857142857143,1.5555555555555554,6471.0
0.0,0.0,10.076923076923077,2.142857142857143,0.8888888888888888,10396.0
0.0,0.0,10.076923076923077,3.2142857142857144,0.6666666666666666,5741.0
0.0,0.0,5.538461538461538,10.714285714285714,1.3333333333333333,41917.333333333336
0.0,0.0,10.076923076923077,3.2142857142857144,0.8888888888888888,6135.333333333333
0.0,0.0,10.076923076923077,3.2142857142857144,1.1111111111111112,4601.666666666667
0.0,0.0,10.076923076923077,2.142857142857143,2.0,6754.0
0.0,0.0,10.076923076923077,1.0714285714285714,0.2222222222222222,23340.333333333332
0.0,0.0,10.076923076923077,3.2142857142857144,1.7777777777777777,3553.3333333333335
0.0,0.0,10.076923076923077,3.2142857142857144,1.5555555555555554,5623.333333333333
0.0,0.0,10.076923076923077,4.285714285714286,0.2222222222222222,2613.3333333333335
0.0,0.0,10.076923076923077,3.2142857142857144,0.0,12052.666666666666
0.0,0.0,10.076923076923077,4.285714285714286,0.6666666666666666,2126.3333333333335
0.0,0.0,5.538461538461538,11.785714285714285,0.8888888888888888,39484.666666666664
0.0,0.0,10.076923076923077,3.2142857142857144,2.0,9554.333333333334
0.0,0.0,10.076923076923077,4.285714285714286,1.3333333333333333,5630.0
0.0,0.0,10.076923076923077,3.2142857142857144,0.2222222222222222,15794.666666666666
0.0,0.0,10.076923076923077,4.285714285714286,2.0,5997.333333333333
0.0,0.0,10.076923076923077,5.357142857142857,0.2222222222222222,3500.6666666666665
0.0,0.0,10.076923076923077,5.357142857142857,0.4444444444444444,3587.6666666666665
0.0,0.0,10.076923076923077,4.285714285714286,0.4444444444444444,11880.666666666666
0.0,0.0,10.076923076923077,4.285714285714286,0.8888888888888888,10712.333333333334
0.0,0.0,10.076923076923077,5.357142857142857,0.6666666666666666,5303.0
0.0,0.0,10.076923076923077,5.357142857142857,0.8888888888888888,5108.666666666667
0.0,0.0,10.076923076923077,5.357142857142857,1.3333333333333333,4110.0
0.0,0.0,10.076923076923077,4.285714285714286,0.0,16228.666666666666
0.0,0.0,10.076923076923077,2.142857142857143,0.0,33444.0
0.0,0.0,10.076923076923077,5.357142857142857,1.7777777777777777,4150.0
0.0,0.0,10.076923076923077,2.142857142857143,0.2222222222222222,22896.333333333332
0.0,0.0,10.076923076923077,2.142857142857143,1.7777777777777777,26803.0
0.0,0.0,10.076923076923077,5.357142857142857,2.0,4962.333333333333
0.0,0.0,10.076923076923077,6.428571428571429,0.6666666666666666,1394.0
0.0,0.0,10.076923076923077,5.357142857142857,1.5555555555555554,8066.0
0.0,0.0,10.076923076923077,6.428571428571429,0.4444444444444444,5206.0
0.0,0.0,10.076923076923077,6.428571428571429,1.7777777777777777,4049.0
0.0,0.0,10.076923076923077,6.428571428571429,2.0,4104.333333333333
0.0,0.0,10.076923076923077,7.5,0.2222222222222222,2039.6666666666667
0.0,0.0,10.076923076923077,6.428571428571429,1.5555555555555554,7400.0
0.0,0.0,10.076923076923077,7.5,0.4444444444444444,6848.0
0.0,0.0,10.076923076923077,6.428571428571429,0.0,16117.0
0.0,0.0,10.076923076923077,6.428571428571429,0.2222222222222222,15131.333333333334
0.0,0.0,10.076923076923077,7.5,0.8888888888888888,4217.333333333333
0.0,0.0,10.076923076923077,6.428571428571429,0.8888888888888888,12040.666666666666
0.0,0.0,10.076923076923077,5.357142857142857,0.0,21623.333333333332
0.0,0.0,10.076923076923077,3.2142857142857144,1.3333333333333333,31620.666666666668
0.0,0.0,10.076923076923077,7.5,0.6666666666666666,7357.333333333333
0.0,0.0,10.076923076923077,6.428571428571429,1.3333333333333333,11496.0
0.0,0.0,10.076923076923077,7.5,1.1111111111111112,3315.3333333333335
0.0,0.0,10.076923076923077,7.5,1.3333333333333333,3421.3333333333335
0.0,0.0,10.076923076923077,7.5,1.5555555555555554,4141.333333333333
0.0,0.0,10.076923076923077,7.5,0.0,14362.666666666666
0.0,0.0,10.076923076923077,8.571428571428571,0.0,3695.3333333333335
0.0,0.0,10.076923076923077,8.571428571428571,0.4444444444444444,4783.0
0.0,0.0,10.076923076923077,4.285714285714286,1.1111111111111112,35656.666666666664
0.0,0.0,10.076923076923077,8.571428571428571,1.1111111111111112,6325.333333333333
0.0,0.0,10.076923076923077,8.571428571428571,2.0,2622.3333333333335
