run_id,episode_index,step_count,time_start,time_end,time_delta_ms,observation_state,action_taken,reward_received,terminated
20250519_085335,0,16,105852.9438678,105852.9443721,0.5042999982833862,[ 0.01937579  0.38853526  0.05982313 -0.28998876],0,1.0,False
20250519_085335,0,17,105852.9637819,105852.964137,0.35509999725036323,[0.02714649 0.19261356 0.05402336 0.02094559],1,1.0,False
20250519_085335,0,18,105852.9836613,105852.9839617,0.3004000027431175,[ 0.03099876  0.3869208   0.05444226 -0.25421494],1,1.0,False
20250519_085335,0,19,105853.003743,105853.0042228,0.47980000090319663,[ 0.03873718  0.58122486  0.04935797 -0.529241  ],0,1.0,False
20250519_085335,0,20,105853.0246327,105853.0250315,0.39879999530967325,[ 0.05036168  0.38544455  0.03877315 -0.22142288],1,1.0,False
20250519_085335,0,21,105853.045083,105853.0453988,0.31579998903907835,[ 0.05807057  0.57999146  0.03434469 -0.50162745],0,1.0,False
20250519_085335,0,22,105853.0664587,105853.0670331,0.574399993638508,[ 0.06967039  0.38440263  0.02431214 -0.19832191],0,1.0,False
20250519_085335,0,23,105853.0867884,105853.0875507,0.7622999983141199,[0.07735845 0.18894154 0.0203457  0.10193016],1,1.0,False
20250519_085335,0,24,105853.107515,105853.1080922,0.5772000004071742,[ 0.08113728  0.38376608  0.0223843  -0.18426496],1,1.0,False
20250519_085335,0,25,105853.1277795,105853.1283566,0.5770999996457249,[ 0.0888126   0.5785607   0.01869901 -0.46980327],0,1.0,False
20250519_085335,0,26,105853.1481316,105853.1487329,0.6012999947415665,[ 0.10038382  0.3831797   0.00930294 -0.17128576],0,1.0,False
20250519_085335,0,27,105853.1681933,105853.1687635,0.5701999907614663,[0.10804741 0.18792583 0.00587722 0.12431737],1,1.0,False
20250519_085335,0,28,105853.1887218,105853.1893329,0.6110999966040254,[ 0.11180593  0.3829631   0.00836357 -0.16650558],0,1.0,False
20250519_085335,0,29,105853.2096371,105853.2106061,0.9690000006230548,[0.11946519 0.18772243 0.00503346 0.12880404],1,1.0,False
20250519_085335,0,30,105853.2305784,105853.231098,0.519599998369813,[ 0.12321964  0.3827719   0.00760954 -0.16228665],0,1.0,False
20250519_085335,0,31,105853.2513556,105853.2518452,0.4895999882137403,[0.13087508 0.18754186 0.00436381 0.13278714],1,1.0,False
20250519_085335,0,32,105853.2725313,105853.2730483,0.5170000076759607,[ 0.13462591  0.38260102  0.00701955 -0.15851587],0,1.0,False
20250519_085335,0,33,105853.2934573,105853.2939756,0.5183000030228868,[0.14227794 0.18737929 0.00384923 0.13637325],1,1.0,False
20250519_085335,0,34,105853.3148325,105853.3153258,0.49330000183545053,[ 0.14602552  0.3824459   0.0065767  -0.15509282],0,1.0,False
20250519_085335,0,35,105853.3346317,105853.3351335,0.5018000083509833,[0.15367444 0.1872304  0.00347484 0.13965763],1,1.0,False
20250519_085335,0,36,105853.3557776,105853.3563075,0.5299000040395185,[ 0.15741904  0.3823024   0.00626799 -0.15192702],1,1.0,False
20250519_085335,0,37,105853.3755301,105853.3761746,0.6444999889936298,[ 0.1650651   0.57733405  0.00322945 -0.44262597],0,1.0,False
20250519_085335,0,38,105853.396071,105853.3965625,0.4915000026812777,[ 0.17661178  0.38216653 -0.00562306 -0.14892678],0,1.0,False
20250519_085335,0,39,105853.4160832,105853.4166053,0.5220999883022159,[ 0.18425511  0.18712556 -0.0086016   0.1419769 ],1,1.0,False
20250519_085335,0,40,105853.4362718,105853.4372653,0.9934999980032444,[ 0.18799761  0.38236964 -0.00576206 -0.15340723],0,1.0,False
20250519_085335,0,41,105853.4573571,105853.4577559,0.3988000098615885,[ 0.195645    0.18733068 -0.00883021  0.13745235],1,1.0,False
20250519_085335,0,42,105853.4775634,105853.4779503,0.38690000656060874,[ 0.19939162  0.382578   -0.00608116 -0.15800324],0,1.0,False
20250519_085335,0,43,105853.4977448,105853.4981421,0.3972999984398484,[ 0.20704319  0.18754362 -0.00924123  0.13275504],1,1.0,False
20250519_085335,0,44,105853.5178699,105853.5182833,0.41340000461786985,[ 0.21079406  0.3827967  -0.00658612 -0.16282898],0,1.0,False
20250519_085335,0,45,105853.5379307,105853.5383227,0.39200000173877925,[ 0.21845     0.18776967 -0.0098427   0.12776893],1,1.0,False
20250519_085335,0,46,105853.5589985,105853.5592939,0.29540000832639635,[ 0.22220539  0.38303122 -0.00728733 -0.16800292],0,1.0,False
20250519_085335,0,47,105853.5795552,105853.5798833,0.32809999538585544,[ 0.22986601  0.18801434 -0.01064738  0.12237219],1,1.0,False
20250519_085335,0,48,105853.5991866,105853.5994782,0.291600008495152,[ 0.23362629  0.3832872  -0.00819994 -0.17365077],0,1.0,False
20250519_085335,0,49,105853.6204907,105853.6209567,0.4659999976865947,[ 0.24129204  0.18828356 -0.01167296  0.11643409],1,1.0,False
20250519_085335,0,50,105853.6412881,105853.6415856,0.29749999521300197,[ 0.2450577   0.3835708  -0.00934427 -0.17990859],0,1.0,False
20250519_085335,0,51,105853.6620117,105853.6623199,0.3082000039285049,[ 0.25272912  0.1885838  -0.01294245  0.10981197],1,1.0,False
20250519_085335,0,52,105853.683399,105853.6837072,0.3082000039285049,[ 0.2565008   0.3838888  -0.01074621 -0.18692596],0,1.0,False
20250519_085335,0,53,105853.7029547,105853.7033645,0.4098000063095242,[ 0.26417857  0.18892224 -0.01448473  0.10234767],1,1.0,False
20250519_085335,0,54,105853.7235658,105853.7238584,0.29260000155773014,[ 0.26795703  0.38424873 -0.01243777 -0.19486971],0,1.0,False
20250519_085335,0,55,105853.7433125,105853.7436101,0.29760001052636653,[ 0.275642    0.1893069  -0.01633517  0.09386383],1,1.0,False
20250519_085335,0,56,105853.763908,105853.7642044,0.2964000013889745,[ 0.27942812  0.3846591  -0.01445789 -0.20392774],0,1.0,False
20250519_085335,0,57,105853.7852038,105853.7854926,0.2888000017264858,[ 0.28712133  0.18974689 -0.01853644  0.08415959],1,1.0,False
20250519_085335,0,58,105853.8062308,105853.8065252,0.294400000711903,[ 0.29091626  0.38512957 -0.01685325 -0.2143135 ],0,1.0,False
20250519_085335,0,59,105853.8272283,105853.827522,0.29370000993367285,[ 0.29861885  0.19025257 -0.02113952  0.07300587],0,1.0,False
20250519_085335,0,60,105853.8491194,105853.8494112,0.29180001001805067,[ 0.3024239  -0.00456004 -0.0196794   0.35894492],1,1.0,False
20250519_085335,0,61,105853.8704931,105853.8709549,0.46180000936146826,[ 0.3023327   0.19083606 -0.01250051  0.06012217],1,1.0,False
20250519_085335,0,62,105853.8912501,105853.8915406,0.2905000001192093,[ 0.30614942  0.38613498 -0.01129806 -0.23647839],0,1.0,False
20250519_085335,0,63,105853.912575,105853.9128628,0.28780000866390765,[ 0.31387213  0.19117627 -0.01602763  0.05261948],0,1.0,False
20250519_085335,0,64,105853.933583,105853.9348741,1.2910999939776957,[ 0.31769565 -0.00371225 -0.01497524  0.34020278],1,1.0,False
20250519_085335,0,65,105853.9529978,105853.9535473,0.5494999932125211,[ 0.3176214   0.19161955 -0.00817119  0.04283538],0,1.0,False
20250519_085335,0,66,105853.9737213,105853.9740284,0.3070999955525622,[ 0.32145378 -0.00338429 -0.00731448  0.33292907],1,1.0,False
20250519_085335,0,67,105853.993245,105853.9935375,0.2925000007962808,[ 0.3213861   0.191841   -0.0006559   0.03794852],1,1.0,False
20250519_085335,0,68,105854.0140506,105854.0143456,0.29499999072868377,[ 3.25222909e-01  3.86972368e-01  1.03073275e-04 -2.54941285e-01],0,1.0,False
20250519_085335,0,69,105854.0352549,105854.0355526,0.29770001128781587,[ 0.33296236  0.19184893 -0.00499575  0.03777416],0,1.0,False
20250519_085335,0,70,105854.0564155,105854.0567137,0.2982000005431473,[ 0.33679935 -0.00320103 -0.00424027  0.3288767 ],1,1.0,False
20250519_085335,0,71,105854.0763267,105854.0766525,0.32580000697635114,[0.33673534 0.19198103 0.00233727 0.03485961],1,1.0,False
20250519_085335,0,72,105854.0975666,105854.0978576,0.291000003926456,[ 0.34057495  0.38706937  0.00303446 -0.25708497],0,1.0,False
20250519_085335,0,73,105854.1178214,105854.1181281,0.30670000705868006,[ 0.34831634  0.19190425 -0.00210724  0.03655353],0,1.0,False
20250519_085335,0,74,105854.1376777,105854.1379966,0.3188999980920926,[ 0.35215443 -0.00318742 -0.00137617  0.32857084],1,1.0,False
20250519_085335,0,75,105854.15788,105854.1582684,0.38840000343043357,[0.3520907  0.19195409 0.00519525 0.03545426],1,1.0,False
20250519_085335,0,76,105854.1773287,105854.1776481,0.31940000189933926,[ 0.35592976  0.38700116  0.00590433 -0.25558499],0,1.0,False
20250519_085335,0,77,105854.1974902,105854.1978298,0.33960001019295305,[0.36366978 0.19179541 0.00079263 0.03895439],1,1.0,False
20250519_085335,0,78,105854.2172455,105854.2175652,0.31970000418368727,[ 0.3675057   0.38690597  0.00157172 -0.25347835],0,1.0,False
20250519_085335,0,79,105854.2391104,105854.2394365,0.3260999947087839,[ 0.3752438   0.19176163 -0.00349785  0.03969992],1,1.0,False
20250519_085335,0,80,105854.2605413,105854.260862,0.3206999972462654,[ 0.37907904  0.38693357 -0.00270385 -0.25408456],0,1.0,False
20250519_085335,0,81,105854.2803789,105854.2806955,0.31659999513067305,[ 0.38681772  0.19185032 -0.00778554  0.0377443 ],0,1.0,False
20250519_085335,0,82,105854.3018785,105854.3038312,1.9526999967638403,[ 0.3906547  -0.00315913 -0.00703066  0.32796067],1,1.0,False
20250519_085335,0,83,105854.3218922,105854.322492,0.5998000124236569,[ 0.39059153  0.19206221 -0.00047144  0.03306892],1,1.0,False
20250519_085335,0,84,105854.342253,105854.3428846,0.6316000071819872,[ 3.9443278e-01  3.8719091e-01  1.8993681e-04 -2.5976270e-01],0,1.0,False
20250519_085335,0,85,105854.3616755,105854.3622457,0.5702000053133816,[ 0.4021766   0.19206625 -0.00500532  0.03298011],0,1.0,False
20250519_085335,0,86,105854.3818128,105854.3823851,0.5723000067519024,[ 0.40601793 -0.00298356 -0.00434572  0.3240796 ],1,1.0,False
20250519_085335,0,87,105854.4025569,105854.4033394,0.7825000066077337,[0.40595824 0.19219999 0.00213588 0.0300294 ],1,1.0,False
20250519_085335,0,88,105854.4238966,105854.4244748,0.5782000080216676,[ 0.40980226  0.38729125  0.00273647 -0.26197886],0,1.0,False
20250519_085335,0,89,105854.44387,105854.4444798,0.6098000012570992,[ 0.41754806  0.19213034 -0.00250311  0.03156592],1,1.0,False
20250519_085335,0,90,105854.4647543,105854.4653794,0.625100001343526,[ 0.42139068  0.3872881  -0.00187179 -0.26190573],0,1.0,False
20250519_085335,0,91,105854.4857539,105854.4863541,0.600200000917539,[ 0.42913646  0.19219293 -0.00710991  0.03018624],1,1.0,False
20250519_085335,0,92,105854.5067228,105854.5073172,0.5944000004092231,[ 0.4329803   0.3874161  -0.00650618 -0.26473144],0,1.0,False
20250519_085335,0,93,105854.5268929,105854.5275031,0.6102000043028966,[ 0.44072863  0.19238763 -0.01180081  0.0258923 ],0,1.0,False
20250519_085335,0,94,105854.5470986,105854.5476743,0.5757000035373494,[ 0.44457638 -0.00256313 -0.01128297  0.3148287 ],1,1.0,False
20250519_085335,0,95,105854.5670425,105854.5676436,0.601100007770583,[ 0.44452512  0.19271772 -0.00498639  0.01860896],0,1.0,False
20250519_085335,0,96,105854.5877715,105854.5884226,0.6511000101454556,[ 0.44837946 -0.00233237 -0.00461421  0.30971447],1,1.0,False
20250519_085335,0,97,105854.6080804,105854.6086545,0.5741000059060752,[0.44833282 0.19285502 0.00158008 0.01557992],1,1.0,False
20250519_085335,0,98,105854.6280648,105854.6286633,0.5985000025248155,[ 0.45218992  0.38795426  0.00189167 -0.27660406],0,1.0,False
20250519_085335,0,99,105854.648986,105854.6495596,0.5736000020988286,[ 0.45994902  0.19280538 -0.00364041  0.0166749 ],1,1.0,False
20250519_085335,0,100,105854.6696006,105854.6703256,0.7250000053318217,[ 0.4638051   0.38797936 -0.00330691 -0.2771544 ],0,1.0,False
20250519_085335,0,101,105854.6904064,105854.6910655,0.6590999983018264,[ 0.4715647   0.19290474 -0.00885     0.01448371],0,1.0,False
20250519_085335,0,102,105854.710507,105854.7113704,0.8633999968878925,[ 0.4754228  -0.00208918 -0.00856032  0.30436128],1,1.0,False
20250519_085335,0,103,105854.7309232,105854.7313531,0.4298999992897734,[ 0.47538102  0.19315371 -0.0024731   0.00899096],1,1.0,False
20250519_085335,0,104,105854.7514112,105854.7518494,0.43819998973049223,[ 0.47924408  0.38831103 -0.00229328 -0.28447124],0,1.0,False
20250519_085335,0,105,105854.7717381,105854.7722029,0.4648000031011179,[ 0.4870103   0.19322187 -0.0079827   0.00748753],0,1.0,False
20250519_085335,0,106,105854.7914336,105854.7918676,0.43400000140536577,[ 0.49087474 -0.00178469 -0.00783295  0.29764116],1,1.0,False
20250519_085335,0,107,105854.8124941,105854.8129442,0.4501000075833872,[ 0.49083906  0.19344804 -0.00188013  0.00249819],1,1.0,False
20250519_085335,0,108,105854.8334098,105854.8338428,0.4329999937908724,[ 0.494708    0.3885969  -0.00183016 -0.29077736],0,1.0,False
20250519_085335,0,109,105854.8538381,105854.8543991,0.5610000080196187,[ 0.50248     0.1935011  -0.00764571  0.0013278 ],0,1.0,False
20250519_085335,0,110,105854.8735039,105854.8739353,0.43139999615959823,[ 0.50635    -0.00151038 -0.00761916  0.29158863],1,1.0,False
20250519_085335,0,111,105854.8940974,105854.8945493,0.45190000673756003,[ 0.50631976  0.19371937 -0.00178738 -0.0034875 ],0,1.0,False
20250519_085335,0,112,105854.9143877,105854.9150081,0.6203999946592376,[ 0.5101941  -0.00137689 -0.00185713  0.28863096],1,1.0,False
20250519_085335,0,113,105854.9355674,105854.9360145,0.4470999992918223,[ 0.5101666   0.1937715   0.00391549 -0.00463712],1,1.0,False
20250519_085335,0,114,105854.9566987,105854.9571465,0.4478000046219677,[ 0.514042    0.38883707  0.00382274 -0.2960821 ],0,1.0,False
20250519_085335,0,115,105854.977876,105854.9783089,0.43289999302942306,[ 0.52181876  0.19366084 -0.0020989  -0.00219599],1,1.0,False
20250519_085335,0,116,105854.9981163,105854.9985463,0.43000000005122274,[ 0.525692    0.3888128  -0.00214282 -0.2955404 ],0,1.0,False
20250519_085335,0,117,105855.0183988,105855.0188289,0.4301000008126721,[ 0.53346825  0.19372149 -0.00805363 -0.00353406],0,1.0,False
20250519_085335,0,118,105855.0391865,105855.0394812,0.294700002996251,[ 0.53734267 -0.00128404 -0.00812431  0.286597  ],1,1.0,False
20250519_085335,0,119,105855.0603586,105855.0606933,0.33469998743385077,[ 0.537317    0.19395283 -0.00239237 -0.00863715],1,1.0,False
20250519_085335,0,120,105855.0803031,105855.0806241,0.3209999995306134,[ 0.54119605  0.38910902 -0.00256511 -0.30207393],0,1.0,False
20250519_085335,0,121,105855.1004661,105855.1007919,0.3257999924244359,[ 0.54897827  0.1940237  -0.00860659 -0.01020109],0,1.0,False
20250519_085335,0,122,105855.1204362,105855.1208956,0.4594000056385994,[ 0.5528587  -0.00097377 -0.00881061  0.27975398],1,1.0,False
20250519_085335,0,123,105855.14123,105855.1415534,0.3234000032534823,[ 0.5528392   0.19427276 -0.00321553 -0.01569472],0,1.0,False
20250519_085335,0,124,105855.1626899,105855.1640034,1.3135000044712797,[ 0.5567247  -0.00080294 -0.00352943  0.27597195],1,1.0,False
20250519_085335,0,125,105855.1830026,105855.1838567,0.8540999988326803,[ 0.55670863  0.1943692   0.00199001 -0.01782208],1,1.0,False
20250519_085335,0,126,105855.2031742,105855.2037369,0.5627000064123422,[ 0.56059605  0.38946256  0.00163357 -0.30987647],0,1.0,False
20250519_085335,0,127,105855.2234415,105855.2237501,0.30860000697430223,[ 0.5683853   0.19431736 -0.00456396 -0.01667881],0,1.0,False
20250519_085335,0,128,105855.2435913,105855.2438864,0.29510000604204834,[ 0.57227165 -0.00073884 -0.00489753  0.27456066],1,1.0,False
20250519_085335,0,129,105855.263186,105855.2634766,0.2906000008806586,[ 0.57225686  0.19445264  0.00059368 -0.01966294],1,1.0,False
20250519_085335,0,130,105855.2845688,105855.2848619,0.2931000053649768,[ 5.7614589e-01  3.8956606e-01  2.0042039e-04 -3.1215850e-01],0,1.0,False
20250519_085335,0,131,105855.3044485,105855.3047616,0.3130999975837767,[ 0.5839372   0.19444127 -0.00604275 -0.01941237],0,1.0,False
20250519_085335,0,132,105855.3245521,105855.3248455,0.2933999930974096,[ 0.5878261 -0.0005935 -0.006431   0.2713579],1,1.0,False
20250519_085335,0,133,105855.344409,105855.3447327,0.3237000055378303,[ 0.58781415  0.19461963 -0.00100384 -0.02334644],1,1.0,False
20250519_085335,0,134,105855.3642403,105855.364545,0.30470000638160855,[ 0.5917066   0.38975596 -0.00147077 -0.31634593],0,1.0,False
20250519_085335,0,135,105855.3854042,105855.3857244,0.3201999934390187,[ 0.59950167  0.19465499 -0.00779769 -0.02412719],0,1.0,False
20250519_085335,0,136,105855.4053822,105855.4057134,0.33120000443886966,[ 6.0339481e-01 -3.5427944e-04 -8.2802298e-03  2.6608533e-01],1,1.0,False
20250519_085335,0,137,105855.4256143,105855.4260263,0.41200000850949436,[ 0.6033877   0.19488487 -0.00295852 -0.02919772],0,1.0,False
20250519_085335,0,138,105855.445639,105855.4459795,0.34050000249408185,[ 6.0728538e-01 -1.9453386e-04 -3.5424782e-03  2.6255029e-01],1,1.0,False
20250519_085335,0,139,105855.4653899,105855.4657336,0.3436999977566302,[ 0.6072815   0.1949778   0.00170853 -0.03124786],1,1.0,False
20250519_085335,0,140,105855.4856742,105855.4860133,0.33910000638570637,[ 0.6111811   0.3900752   0.00108357 -0.32339123],0,1.0,False
20250519_085335,0,141,105855.5056826,105855.5060324,0.34980000054929405,[ 0.61898255  0.19493786 -0.00538425 -0.0303668 ],0,1.0,False
20250519_085335,0,142,105855.5269189,105855.5282081,1.2892000086139888,[ 6.2288135e-01 -1.0647737e-04 -5.9915902e-03  2.6061249e-01],1,1.0,False
20250519_085335,0,143,105855.54663,105855.5475818,0.9518000006210059,[ 0.6228792   0.19510049 -0.00077934 -0.03395423],1,1.0,False
20250519_085335,0,144,105855.5659561,105855.566524,0.5678999878000468,[ 0.6267812   0.3902336  -0.00145843 -0.32688293],0,1.0,False
20250519_085335,0,145,105855.5859358,105855.5868247,0.8889000018825755,[ 0.63458586  0.19513245 -0.00799608 -0.03466029],0,1.0,False
20250519_085335,0,146,105855.6058718,105855.6066322,0.7603999983984977,[ 6.3848853e-01  1.2607413e-04 -8.6892899e-03  2.5548911e-01],1,1.0,False
20250519_085335,0,147,105855.6267169,105855.627311,0.5940999981248751,[ 0.63849103  0.195371   -0.00357951 -0.03992186],0,1.0,False
20250519_085335,0,148,105855.6473451,105855.6479168,0.5716999876312912,[ 6.4239848e-01  3.0056527e-04 -4.3779453e-03  2.5162956e-01],1,1.0,False
20250519_085335,0,149,105855.6683545,105855.6689301,0.5756000027759001,[ 0.6424045   0.19548476  0.00065465 -0.04243105],1,1.0,False
20250519_085335,0,150,105855.689559,105855.6901581,0.5990999925415963,[ 6.4631414e-01  3.9059731e-01 -1.9397499e-04 -3.3490735e-01],0,1.0,False
20250519_085335,0,151,105855.7097407,105855.7103742,0.6335000070976093,[ 0.6541261   0.19547813 -0.00689212 -0.0422856 ],0,1.0,False
20250519_085335,0,152,105855.7304779,105855.7311295,0.651599999400787,[ 6.5803570e-01  4.5567990e-04 -7.7378340e-03  2.4821486e-01],1,1.0,False
20250519_085335,0,153,105855.7517895,105855.752097,0.3074999985983595,[ 0.6580448   0.19568728 -0.00277354 -0.04689868],0,1.0,False
20250519_085335,0,154,105855.7723222,105855.7726649,0.3426999901421368,[ 6.6195852e-01  6.0520717e-04 -3.7115107e-03  2.4490789e-01],1,1.0,False
20250519_085335,0,155,105855.7934138,105855.7937169,0.3031000087503344,[ 0.6619706   0.19577998  0.00118665 -0.04894343],1,1.0,False
20250519_085335,0,156,105855.8140395,105855.8143321,0.29260000155773014,[ 6.6588622e-01  3.9088488e-01  2.0777842e-04 -3.4125173e-01],0,1.0,False
20250519_085335,0,157,105855.8346521,105855.834946,0.2938999969046563,[ 0.67370397  0.19575998 -0.00661726 -0.04850328],0,1.0,False
20250519_085335,0,158,105855.8550152,105855.8553282,0.3130000113742426,[ 0.67761916  0.00073354 -0.00758732  0.24208452],1,1.0,False
20250519_085335,0,159,105855.8748044,105855.8751175,0.31310001213569194,[ 0.6776338   0.19596304 -0.00274563 -0.05298196],0,1.0,False
20250519_085335,0,160,105855.8951899,105855.8954896,0.2997000119648874,[ 0.68155307  0.00088057 -0.00380527  0.23883343],1,1.0,False
20250519_085335,0,161,105855.9161571,105855.9164544,0.2972999936901033,[ 0.6815707   0.19605668  0.0009714  -0.05504735],1,1.0,False
20250519_085335,0,162,105855.9369262,105855.9374596,0.5334000015864149,[ 6.8549180e-01  3.9116469e-01 -1.2954893e-04 -3.4742364e-01],0,1.0,False
20250519_085335,0,163,105855.9582066,105855.958524,0.31740000122226775,[ 0.6933151   0.19604458 -0.00707802 -0.05478156],0,1.0,False
20250519_085335,0,164,105855.9794491,105855.979742,0.2928999892901629,[ 0.697236    0.00102482 -0.00817365  0.23565981],1,1.0,False
20250519_085335,0,165,105855.9993662,105855.9996598,0.2935999946203083,[ 0.6972565   0.1962626  -0.00346046 -0.05959009],0,1.0,False
20250519_085335,0,166,105856.0206577,105856.0210006,0.3428999916650355,[ 0.70118177  0.00119043 -0.00465226  0.23199904],1,1.0,False
20250519_085335,0,167,105856.0407511,105856.0410907,0.33960001019295305,[ 7.0120555e-01  1.9637854e-01 -1.2277594e-05 -6.2147729e-02],1,1.0,False
20250519_085335,0,168,105856.0606959,105856.0610865,0.39060000563040376,[ 0.70513314  0.39150068 -0.00125523 -0.35483453],0,1.0,False
20250519_085335,0,169,105856.0808329,105856.0812419,0.4090000002179295,[ 0.71296316  0.19639659 -0.00835192 -0.06254768],0,1.0,False
20250519_085335,0,170,105856.1011195,105856.1014469,0.3273999900557101,[ 0.71689105  0.00139538 -0.00960288  0.2274885 ],1,1.0,False
20250519_085335,0,171,105856.1226258,105856.1229549,0.3291000030003488,[ 0.716919    0.19665323 -0.00505311 -0.06820798],0,1.0,False
20250519_085335,0,172,105856.1425218,105856.142849,0.32720000308472663,[ 0.7208521   0.00160409 -0.00641727  0.22287638],1,1.0,False
20250519_085335,0,173,105856.162243,105856.1625441,0.30110000807326287,[ 0.72088414  0.19681717 -0.00195974 -0.07182387],0,1.0,False
20250519_085335,0,174,105856.1834381,105856.1837324,0.29429999995045364,[ 0.7248205   0.00172338 -0.00339622  0.22024012],1,1.0,False
20250519_085335,0,175,105856.2035261,105856.2040424,0.5163000023458153,[ 0.72485495  0.1968937   0.00100859 -0.07351219],1,1.0,False
20250519_085335,0,176,105856.2236779,105856.2239861,0.3082000039285049,[ 7.2879279e-01  3.9200118e-01 -4.6165689e-04 -3.6587673e-01],0,1.0,False
20250519_085335,0,177,105856.2440283,105856.2443358,0.3074999985983595,[ 0.7366328   0.1968858  -0.00777919 -0.0733394 ],0,1.0,False
20250519_085335,0,178,105856.2646541,105856.2649637,0.3096000000368804,[ 0.74057055  0.00187623 -0.00924598  0.21687904],1,1.0,False
20250519_085335,0,179,105856.2843468,105856.2846554,0.308599992422387,[ 0.7406081   0.19712913 -0.0049084  -0.07870607],0,1.0,False
20250519_085335,0,180,105856.3039951,105856.3044476,0.45250001130625606,[ 0.74455065  0.00207788 -0.00648252  0.2124242 ],1,1.0,False
20250519_085335,0,181,105856.3252822,105856.3255757,0.29349999385885894,[ 0.74459225  0.19729191 -0.00223404 -0.08229654],0,1.0,False
20250519_085335,0,182,105856.3459479,105856.3462699,0.32199999259319156,[ 0.7485381   0.00220206 -0.00387997  0.2096807 ],1,1.0,False
20250519_085335,0,183,105856.3665868,105856.3668916,0.3048000071430579,[ 7.4858212e-01  1.9737928e-01  3.1364727e-04 -8.4223613e-02],0,1.0,False
20250519_085335,0,184,105856.386675,105856.3871072,0.4322000022511929,[ 0.7525297   0.00225283 -0.00137082  0.20855825],1,1.0,False
20250519_085335,0,185,105856.407638,105856.4081599,0.5219000013312325,[ 0.75257474  0.19739436  0.00280034 -0.08455678],0,1.0,False
20250519_085335,0,186,105856.4284093,105856.4288365,0.42719999328255653,[0.75652266 0.00223237 0.0011092  0.20900834],1,1.0,False
20250519_085335,0,187,105856.4494719,105856.4497787,0.30679999326821417,[ 0.7565673   0.19733845  0.00528937 -0.08332448],0,1.0,False
20250519_085335,0,188,105856.4694812,105856.4699587,0.47750001249369234,[0.760514   0.00214108 0.00362288 0.21102254],1,1.0,False
20250519_085335,0,189,105856.4897345,105856.4900287,0.2941999991890043,[ 0.7605569   0.19721104  0.00784333 -0.08051535],1,1.0,False
20250519_085335,0,190,105856.5096009,105856.5099122,0.3112999984296039,[ 0.7645011   0.3922197   0.00623303 -0.3707134 ],0,1.0,False
20250519_085335,0,191,105856.5291574,105856.5294636,0.3062000032514334,[ 0.7723455   0.19700973 -0.00118124 -0.07607167],0,1.0,False
20250519_085335,0,192,105856.5504598,105856.5507663,0.3065000055357814,[ 0.77628565  0.00190474 -0.00270268  0.21623833],1,1.0,False
20250519_085335,0,193,105856.5702248,105856.5707112,0.48639999295119196,[ 0.7763238   0.19706522  0.00162209 -0.07729591],0,1.0,False
20250519_085335,0,194,105856.5911831,105856.5915069,0.32380000629927963,[7.8026509e-01 1.9200533e-03 7.6171920e-05 2.1589835e-01],1,1.0,False
